,0,1,2,3,4,5,6,7,8,9
2017-06-08 00:00:00,-7328.906973050014,159744.07645839226,2644.1,2394.3,3003.0,2688.490083250281,2280.0,299474.0,426212200.11689186,-17897683.924781345
2018-02-08 00:00:00,-7478.46025686011,406257.05990411,8679.1,8850.0,9489.0,8494.531673576468,7565.0,1004289.0,3447332459.545409,-50128577.78013323
2017-06-22 00:00:00,-15402.60696816005,168680.48044320112,2672.8,2472.4,2726.0,2480.033206610821,2207.8,297362.0,416318266.8884176,-37575256.337659076
2017-10-08 00:00:00,25002.26893016007,340083.2566217256,4611.8,5705.1,5920.0,5156.486934440445,4416.3,488358.0,1760092608.4666858,125146430.92580523
2018-01-22 00:00:00,-5891.894860299425,464731.7733517187,10151.0,10000.0,12190.0,10925.170493330976,9760.0,1381697.0,5051845516.66942,-47787839.36726982
2017-08-08 00:00:00,2715.3937655500285,214279.30744645532,3395.9,4160.8,4330.3,3712.119128561207,3235.1,427435.0,799613345.0547657,13370970.007790988
2017-04-22 00:00:00,1463.9254297999707,86738.50373576014,1327.0,1421.5,1449.7,1384.3482439713632,1290.0,147919.0,119850781.90917072,2193532.738313679
2017-09-08 00:00:00,-30072.742509220097,388005.5089988191,4613.6,4212.9,4694.9,4022.314291786938,3204.7,492184.0,1538283256.4359467,-112492522.72594574
2017-09-15 00:00:00,-10461.194665599844,458453.52833120147,3235.4,3596.7,4119.0,3671.4199253494157,2980.4,584393.0,1668478246.2525043,-32949189.66218535
2017-02-08 00:00:00,924.0369134900034,15285.133131330073,990.91,1011.6,1019.0,1004.4222945205441,985.2,14892.0,15356811.647621537,921679.3561620205
2018-03-08 00:00:00,-11749.898591999561,294576.1983219007,9341.7,9563.0,10112.0,9166.116725521691,8342.0,684012.0,2695646994.915085,-105567462.42364568
2018-03-01 00:00:00,-4129.147882579859,272135.60450014134,11500.0,10997.0,11700.0,10888.704031249355,9400.0,748969.0,2947585724.558363,-38180358.64794569
2017-03-01 00:00:00,-5878.035889359998,144340.7404259615,1189.1,1232.4,1294.9,1252.2517252626697,1185.0,101173.0,180379359.27676392,-7419214.264976639
2017-12-22 00:00:00,-38076.24354305996,724064.537931731,13173.0,14905.0,16494.0,13770.78581289422,10700.0,2330874.0,9925492858.47192,-467170000.9011922
2017-05-22 00:00:00,-14478.187549200007,322870.79283524567,2027.0,2207.4,2690.0,2210.5897489304434,1810.0,544533.0,709047514.5028353,-29217520.89949748
2017-08-15 00:00:00,-8216.574543769953,267010.5103800954,4321.0,4090.1,4492.3,4150.039078839248,3832.5,499265.0,1107068448.364204,-32694376.534165405
2017-07-08 00:00:00,-12740.95298692003,142316.14596876228,2318.3,2206.5,2555.7,2341.3760683544156,2138.0,238845.0,331845392.74972934,-29514219.27490507
2017-07-01 00:00:00,-8665.46404549003,97910.49121921117,2420.6,2461.1,2628.6,2501.591255958651,2291.0,206664.0,244238775.57188767,-21430064.86463752
2017-09-22 00:00:00,13953.264338250061,291077.7872676152,3779.3,3930.1,4397.0,3961.0872464627846,3490.0,437602.0,1151220153.6837504,56480858.634235345
2017-02-15 00:00:00,12170.25979412998,80002.74471767056,1013.4,1056.6,1134.0,1062.1982627259022,1002.3,54338.0,85456055.58068424,13123662.408145681
2017-10-01 00:00:00,1674.2774510500058,169803.4503056531,4404.3,4215.9,4505.0,4327.927623280705,4133.0,266366.0,735350804.8976951,8219706.2101252135
2017-10-22 00:00:00,-17398.744634029958,465258.19944953395,5982.4,5673.8,6481.5,5861.085657525127,5365.3,741561.0,2727479586.373904,-93744960.93507645
2017-07-15 00:00:00,-5961.863323639991,344035.2795955215,2206.5,2253.4,2922.0,2302.975811426372,1826.2,401591.0,800088900.9812105,-11024185.528992176
2017-06-01 00:00:00,871.6541755300123,129120.06362833193,2404.7,2803.1,2899.7,2555.5376419205763,2187.3,217396.0,333041721.00822216,1372350.658830502
2017-11-08 00:00:00,-26779.772321260545,644151.6733732352,7446.0,6430.0,7899.9,6590.875982705778,5400.2,1075034.0,4225946917.8417444,-174152661.55537274
2017-04-08 00:00:00,3860.835421709998,88052.49751239042,1197.5,1236.4,1244.7,1208.7894414388227,1163.3,96301.0,106376307.35889062,4744672.636305405
2017-12-01 00:00:00,24497.795648520085,574072.2766584161,13509.0,11415.0,16649.0,12303.512900196967,9370.1,1300585.0,6997084379.834872,349050287.2801471
2017-10-15 00:00:00,1321.9139570599814,330014.49586404325,5834.9,5665.0,6199.9,5701.019992210788,5114.0,470630.0,1880568567.193961,12393422.661355022
2017-11-01 00:00:00,-15.353420130016957,418256.1586331975,7370.0,7221.0,7598.0,7073.675828170393,6344.5,731675.0,2958153572.267447,1589560.0042292438
2017-12-15 00:00:00,-19178.396150600343,442017.0952643525,17569.0,19069.0,19891.0,17566.73686508856,14801.0,1635954.0,7766440161.6255665,-322575576.619254
2018-01-08 00:00:00,-21657.017400050343,332103.35381124826,16028.0,13475.0,16093.0,14089.929065597704,12639.0,1157081.0,4675432718.733103,-296935115.4619704
2018-01-01 00:00:00,-11632.024593020145,278739.56320943753,17165.0,13889.0,17252.0,15089.877082006347,12777.0,1062920.0,4206273102.6522007,-164245118.6049971
2018-01-15 00:00:00,-53223.77872310206,536166.5165673641,13581.0,13779.0,14356.0,11564.954586655287,9231.1,1653044.0,6153895599.058422,-603057420.9495534
2017-09-01 00:00:00,-9833.860055240228,282832.88081216475,4207.5,4649.5,4970.0,4464.106581301038,3900.1,488817.0,1260914390.79999,-42472886.495371
2017-12-08 00:00:00,-26237.41544914033,627909.1088932119,14939.0,14624.0,17579.0,15604.569361251646,12730.636861399998,2059824.0,9727550058.545984,-392549895.5054976
2017-05-01 00:00:00,1143.7336705300395,141820.1021315507,1435.3,1558.5,1702.0,1579.4083095351755,1432.0,230410.0,223745264.06611466,1909571.758778343
2017-06-15 00:00:00,-13470.73084998,168291.9335457009,2437.5,2714.5,2780.0,2478.757565576089,2046.0,269248.0,414713119.82542837,-33017424.41860901
2017-03-22 00:00:00,3655.721459909929,298795.6129253949,1115.7,1042.7,1116.0,1012.6644405183459,888.2,265460.0,301048452.91083467,4139963.6049086433
2017-11-15 00:00:00,4647.678467899968,428509.31516444206,7773.2,8075.0,8380.0,7722.324499861254,6589.9,790522.0,3300907013.1726294,31308712.4135703
2018-02-01 00:00:00,-52609.17411520259,770093.3828023362,9181.0,8489.0,10336.0,8042.380087579679,6000.0,1670074.0,6120453790.011425,-430232796.6783666
2017-03-08 00:00:00,4887.264226890056,249436.23009882905,1149.4,1251.4,1339.9,1193.6821635243464,958.5,161505.0,294933303.97426176,7036005.088339282
