,0,1,2,3,4,5,6,7,8,9
2017-02-21 00:00:00,-11.876237150000247,2593.005812510002,1091.8,1085.3,1093.6,1088.2334942667492,1085.0,1657.0,2822307.7425252143,-12397.927142393546
2017-02-25 16:00:00,-1141.2201512399981,8066.598994060098,1162.0,1153.8,1163.0,1144.5544819819806,1131.3,4440.0,9226221.888114963,-1304313.4413093121
2017-02-27 00:00:00,53.4326366499988,1946.72380991,1178.7,1191.0,1194.7,1188.4611021069668,1178.7,1851.0,2314916.8468474164,63918.65537961182
2017-03-14 08:00:00,922.7058528000002,1753.0551670799946,1225.4,1240.5,1240.6,1233.1149321266985,1225.4,1768.0,2164311.289093461,1140452.2161937545
2017-03-25 20:00:00,3002.9502710100046,7883.683132110091,944.3,972.17,981.0,959.081193603655,937.0,5253.0,7584790.21473606,2879143.8369902414
2017-03-26 04:00:00,-50.30525320999988,1908.5183722499921,970.0,957.6,971.0,962.1863727034097,950.1,1905.0,1833826.5845656686,-47335.22546109859
2017-03-28 20:00:00,358.0176076100005,4312.3849926300245,1026.1,1044.7,1046.8,1036.723973176863,1023.5,3579.0,4475587.247824924,372882.3796890516
2017-05-03 04:00:00,-494.8789665899963,2741.7579685499677,1575.0,1551.6,1575.0,1555.6961399896725,1541.9,3886.0,4266654.059313603,-772510.9137427292
2017-05-14 04:00:00,-103.8895313700002,1383.3501703099967,1828.7,1845.9,1845.9,1822.940707523667,1807.9,2007.0,2521544.8147331513,-184485.95849647574
2017-05-14 08:00:00,-137.83615010000096,2133.7914624999876,1845.8,1818.5,1852.4,1832.9395607997433,1807.1,3051.0,3911700.659532434,-242632.93200022046
2017-05-29 16:00:00,1183.3369539600062,5232.193536580071,2138.0,2215.6,2249.8,2199.5480657111702,2130.0,8067.0,11513084.901528701,2611363.9678912405
2017-05-30 16:00:00,1033.1739322600013,3097.0272115799844,2168.5,2172.8,2210.0,2194.007053394046,2164.5,5346.0,6791982.064472984,2260936.817139935
2017-06-08 00:00:00,-330.90915766999547,4978.282878010023,2644.1,2684.7,2692.3,2634.831484086331,2527.0,5542.0,13079232.985010846,-806017.5470974714
2017-06-12 04:00:00,-478.6292310500002,3681.659553469993,2934.76460556,2865.0,2945.0,2887.833408866458,2840.0,7152.0,10620853.053171176,-1387441.4098619919
