,0,1,2,3,4,5,6,7,8,9
2017-02-21 00:00:00,1882.6613909600007,10648.014368880138,1091.8,1115.5,1116.0,1097.4729549833614,1085.0,5709.0,11706512.24409803,2079660.1540176258
2017-02-27 00:00:00,-481.24861214000134,4593.7856228000055,1178.7,1181.9,1194.7,1184.6810585640758,1170.0,4081.0,5440368.891553694,-566155.8131665199
2017-06-08 00:00:00,86.60464249000455,9719.60564377007,2644.1,2725.0,2780.0,2698.1442583919365,2527.0,13025.0,26096333.990770996,336419.87212984206
2017-09-01 12:00:00,132.4081569200003,17061.426965960498,4788.3,4907.7,4936.9,4835.420120121439,4765.8,31977.0,82555943.87116876,717674.5537562405
2017-09-19 12:00:00,-1126.0967541000039,21954.774593080572,3988.5,3892.2,4040.0,3947.9480025754197,3848.8,30114.0,86609143.18824108,-4377125.039401225
2017-10-21 12:00:00,-411.12257641998355,31943.936768360378,6113.0,6005.1,6199.9,6062.360489955511,5862.8,41636.0,193367545.06780925,-2156455.6501746983
2017-10-24 12:00:00,-6315.166798720031,26007.86773155966,5700.3,5510.0,5733.0,5607.416709923241,5457.4,43647.0,145420808.61976475,-35057145.08872847
2018-01-05 00:00:00,1007.1905991500257,25584.250682711252,15159.0,16104.0,16242.0,15409.500033117318,14725.0,86659.0,397384652.43914366,17017602.693260796
2018-02-05 12:00:00,-8620.230576400274,91579.80222629706,7585.8,6946.6,7808.62633374,7189.000921576917,6651.0,189614.0,656807504.618705,-61982629.09950484
2018-02-08 00:00:00,-1472.684211649981,39241.52764203196,7985.1,7985.1,8619.4,8131.349183681678,7565.0,89630.0,318751707.5532733,-11302851.366721615
2018-02-14 12:00:00,5992.830290390027,33721.91305771125,8934.2,9455.5,9489.0,9242.22814706366,8933.7,79200.0,311120579.13656163,54991379.49977072
2017-03-26 12:00:00,-1521.1108146500458,23401.967078610454,972.83,968.9,1006.0,977.2212115586906,950.11,16161.0,22844004.23024759,-1432549.5937442628
2017-03-28 00:00:00,1517.60514207,8190.479443950044,1042.8,1065.6,1068.9,1043.894296316657,1026.6,7276.0,8573793.885980513,1611587.1441078316
2017-03-30 00:00:00,-485.9453233400119,9356.92173395995,1041.7,1032.9,1053.5,1039.3233342885894,1025.1,13958.0,9728375.569423955,-495188.1568350699
2017-05-12 00:00:00,-1437.967762890002,7240.185041830029,1797.1,1796.5,1864.8,1824.2818785487348,1768.0,10391.0,13178328.704988599,-2586109.3722193344
